"0 years","San Marino",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Switzerland",0,2,0,3,2,0,0,0,2,0,4,1,2,3,2
"0 years","Serbia",3,5,9,7,7,13,9,10,9,7,12,1,7,9,9
"0 years","Serbia and Montenegro",1,3,0,2,3,3,3,0,0,0,0,0,0,0,0
"0 years","Slovakia",2,1,2,4,1,1,0,1,2,2,0,4,0,0,3
"0 years","Slovenia",2,2,0,0,1,2,2,0,1,1,0,0,1,0,0
"0 years","Soviet Union",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Spain",6,5,9,9,10,22,17,21,16,15,16,7,18,18,13
"0 years","United Kingdom",15,17,20,19,30,16,20,29,25,18,26,13,13,14,15
"0 years","Sweden",14,23,28,17,28,31,21,14,29,22,19,15,24,21,31
"0 years","Czech Republic",4,1,2,0,2,4,3,4,2,0,2,0,0,1,3
"0 years","Czechoslovakia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Turkey",38,19,12,15,37,17,14,23,23,15,9,13,12,18,20
"0 years","Germany",37,30,30,30,28,22,27,30,25,39,29,30,27,43,47
"0 years","Ukraine",5,6,7,9,7,10,18,14,12,20,18,7,9,350,72
"0 years","Hungary",3,4,4,6,8,8,5,12,9,9,5,1,5,3,6
"0 years","Vatican City State",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Austria",0,3,4,2,0,3,2,5,0,1,5,0,1,4,3
"0 years","Europe not stated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Algeria",0,0,0,0,1,1,0,5,2,1,1,0,0,0,1
"0 years","Angola",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"0 years","Benin",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"0 years","Botswana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"0 years","Burkina Faso",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"0 years","Burundi",2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"0 years","Cameroon",2,0,0,1,0,1,1,0,2,1,1,0,0,0,0
"0 years","Central African Republic",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"0 years","Comoros",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Congo, Democratic Republic",1,3,3,7,1,3,10,0,2,2,1,1,4,3,1
"0 years","Congo, Republic",3,2,0,0,1,0,3,0,0,0,0,0,0,0,0
"0 years","Djibouti",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"0 years","Egypt",3,2,3,1,3,3,2,3,1,2,3,1,4,3,1
"0 years","Ivory Coast",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"0 years","Eritrea",0,0,0,0,3,2,40,10,8,7,3,12,12,10,16
"0 years","Eswantini",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"0 years","Ethiopia",40,26,16,7,3,0,3,7,4,2,1,2,0,2,3
"0 years","Gabon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Gambia, The",0,0,0,0,0,2,1,1,0,2,1,0,0,0,0
"0 years","Ghana",4,1,1,3,0,0,1,0,4,0,3,3,0,3,2
"0 years","Guinea",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"0 years","Guinea-Bissau",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Cape Verde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Kenya",0,1,0,0,3,0,0,3,1,2,1,3,0,0,0
"0 years","Lesotho",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Liberia",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Libya",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"0 years","Madagascar",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"0 years","Malawi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Mali",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Morocco",6,6,6,3,4,5,9,8,5,4,4,1,3,2,4
"0 years","Mauritania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Mauritius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Mozambique",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Namibia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Niger",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Nigeria",10,5,5,4,4,4,3,1,1,0,1,1,2,5,2
"0 years","Reunion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Rwanda",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"0 years","Sao Tome and Principe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Senegal",1,1,1,0,4,2,0,0,0,0,0,0,0,0,0
"0 years","Seychelles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Sierra Leone",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"0 years","Saint Helena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Somalia",1,4,5,4,24,18,8,11,7,4,4,1,2,0,1
"0 years","Spanish territories in Africa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Sudan",1,2,3,1,2,1,1,2,0,2,1,2,0,1,0
"0 years","South Africa",10,2,4,2,2,1,2,2,0,1,1,0,0,0,0
"0 years","South Sudan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Southwest Africa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Tanzania",0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
"0 years","Chad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Togo",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"0 years","Tunisia",1,1,1,2,0,1,0,1,0,0,3,1,1,1,3
"0 years","Uganda",0,2,1,0,0,1,1,2,1,1,0,0,0,0,1
"0 years","Zambia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Zimbabwe",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"0 years","Equatorial Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Africa not stated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Canada",0,7,4,3,5,4,3,3,7,6,4,3,1,1,2
"0 years","USA",12,15,15,13,19,21,18,29,27,18,20,14,5,18,16
"0 years","North America not stated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Antigua and Barbuda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Argentina",0,0,1,1,2,0,1,2,0,2,0,0,0,1,2
"0 years","Aruba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Bahamas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Barbados",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Belize",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Bermuda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Bolivia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Brazil",2,2,2,0,1,3,4,4,2,3,2,3,3,7,10
"0 years","British West Indies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Chile",0,0,0,0,0,0,1,0,0,3,0,2,1,1,0
"0 years","Colombia",2,6,1,0,5,0,2,0,1,0,0,0,0,4,3
"0 years","Costa Rica",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"0 years","Cuba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"0 years","Curacao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Dominica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"0 years","Dominican Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Ecuador",0,0,1,1,4,0,0,0,0,0,0,0,0,0,0
"0 years","El Salvador",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Falkland Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","French Guiana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","French West Indies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Grenada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Guadeloupe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Guatemala",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"0 years","Guyana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Haiti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Honduras",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Jamaica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Martinique",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Mexico",0,0,1,0,1,0,2,2,0,1,0,1,0,3,1
"0 years","Nauru",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Netherlands Antilles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Nicaragua",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"0 years","Panama",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"0 years","Paraguay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Peru",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"0 years","Puerto Rico",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Saint Kitts and Nevis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Saint Lucia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Saint Vincent and the Grenadines",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Suriname",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Trinidad and Tobago",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Uruguay",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"0 years","Venezuela",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"0 years","West Indies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","South and central America not stated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Abu Dhabi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Afghanistan",17,34,33,30,30,22,15,27,28,8,4,6,4,24,11
"0 years","Armenia",0,2,0,2,0,0,0,0,1,0,1,0,0,0,0
"0 years","Azerbaijan",1,2,0,0,0,0,1,0,1,1,0,1,0,0,0
"0 years","Bahrain",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"0 years","Bangladesh",3,3,2,1,0,1,3,1,2,1,4,6,2,6,11
"0 years","Bhutan",9,0,1,0,0,1,0,0,1,1,0,0,0,0,0
"0 years","Brunei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Cambodia",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"0 years","Dubai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Philippines",1,0,0,1,2,2,5,6,5,9,4,3,2,4,4
"0 years","United Arab Emirates",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Gaza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Georgia",0,0,0,0,1,0,0,0,0,0,1,1,1,1,2
"0 years","Hong Kong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","India",30,40,48,38,39,38,45,58,58,76,65,27,28,78,71
"0 years","Indochina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Indonesia",2,0,0,2,0,3,3,3,5,4,1,1,0,2,0
"0 years","Iraq",20,10,13,15,18,13,10,10,30,18,12,7,7,1,4
"0 years","Iran",3,2,10,8,12,7,12,6,37,7,9,6,11,13,16
"0 years","Israel",1,1,2,0,0,3,2,1,0,0,0,1,0,0,1
"0 years","Japan",3,1,1,2,5,2,6,3,3,5,3,0,3,6,2
"0 years","Jordan",2,4,3,3,3,0,0,1,1,0,0,0,0,0,0
"0 years","Kazakhstan",0,0,0,1,1,1,0,1,1,2,0,0,0,0,0
"0 years","China",14,12,12,7,17,5,12,11,13,11,8,3,3,6,4
"0 years","Kyrgyzstan",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"0 years","Kuwait",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"0 years","Laos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Lebanon",5,2,1,1,0,1,2,1,5,3,0,3,1,1,1
"0 years","Macao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Malaysia",1,0,2,1,2,1,1,3,0,1,1,1,0,0,2
"0 years","Maldives",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Middle East not stated",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Mongolia",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"0 years","Myanmar",4,4,7,7,2,1,0,1,0,2,1,0,1,0,0
"0 years","Nepal",1,1,5,1,9,2,6,5,4,4,0,0,1,3,8
"0 years","North Korea",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"0 years","North Yemen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Oman",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Pakistan",19,26,23,19,20,25,22,21,22,21,11,6,8,13,12
"0 years","Palestine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Qatar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Saudi Arabia",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"0 years","Sikkim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Singapore",0,1,1,1,1,0,0,0,3,0,0,0,0,1,0
"0 years","Sri Lanka",6,2,4,2,2,3,5,1,1,4,4,0,1,2,5
"0 years","South Korea",9,7,3,3,2,4,0,1,0,0,3,0,1,1,0
"0 years","Syria",5,13,11,28,32,66,223,187,47,24,18,26,23,19,23
"0 years","Tajikistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Taiwan",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"0 years","Thailand",2,3,1,1,2,3,4,0,4,3,2,0,2,2,2
"0 years","Trucial Oman",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Turkmenistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Uzbekistan",0,0,0,1,1,0,0,1,0,0,1,1,0,2,0
"0 years","West Bank",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","West bank and Gaza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Vietnam",26,19,11,4,4,3,3,2,3,3,0,3,0,1,1
"0 years","Yemen",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","East Jerusalem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Asia not stated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Australia",3,1,1,3,2,4,3,3,4,4,1,2,1,0,1
"0 years","Cook Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Fiji",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","French territories in the Pacific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Kiribati",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Marshall Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","New Zealand",1,0,0,0,2,0,0,0,1,0,1,1,1,1,0
"0 years","Papua New Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Solomon Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Samoa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Tonga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Tuvalu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Vanuatu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","East Timor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Pacific Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Stateless",5,7,9,14,11,17,32,27,15,8,3,4,4,8,5
"0 years","Not stated",28,27,22,30,38,16,24,10,18,7,8,0,1,7,6
"1 year","Albania",1,1,0,0,0,0,1,0,1,0,1,0,1,2,1
"1 year","Andorra",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1 year","Belarus",1,1,1,0,1,1,0,1,1,4,1,0,2,2,0
"1 year","Belgium",2,1,1,3,0,0,1,2,4,1,3,1,5,4,1
"1 year","Bosnia and Herzegovina",1,4,0,1,1,2,0,0,0,0,1,1,0,2,1
"1 year","Bulgaria",5,6,7,11,11,6,15,12,11,14,7,5,13,17,20
"1 year","Cyprus",0,0,0,0,1,0,1,3,2,2,1,0,0,0,1
"1 year","GDR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Estonia",1,0,1,2,0,1,1,2,2,1,0,1,0,0,1
"1 year","Finland",3,3,6,8,5,10,9,3,6,8,2,2,2,4,6
"1 year","France",10,11,5,6,6,11,13,15,6,14,11,14,14,15,10
"1 year","Greece",2,0,2,4,2,0,5,4,4,4,2,3,2,5,3
"1 year","Ireland",2,0,0,2,3,4,6,2,2,0,2,2,2,4,3
"1 year","Iceland",29,26,23,13,13,11,18,20,14,12,19,8,10,13,14
"1 year","Italy",7,4,5,6,7,13,12,10,8,8,11,12,11,16,18
"1 year","Yugoslavia",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1 year","Yugoslavia, Federal Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Kosovo",2,1,0,1,1,1,0,0,1,3,1,0,2,1,1
"1 year","Croatia",2,0,1,1,3,4,3,6,1,5,5,4,2,6,4
"1 year","Latvia",21,13,8,5,9,6,3,3,5,8,6,1,7,8,9
"1 year","Liechtenstein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Lithuania",16,12,9,12,14,14,14,17,16,15,9,10,9,9,7
"1 year","Luxembourg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Malta",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1 year","Moldova",1,0,0,0,0,0,3,0,1,1,3,1,1,6,7
"1 year","Monaco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Montenegro",1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
"1 year","Netherlands",3,6,6,4,7,9,14,1,5,6,5,4,9,9,13
"1 year","Northern Ireland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Republic of North Macedonia",0,2,0,1,2,0,0,3,2,1,1,0,0,1,2
"1 year","Norway",12,10,19,11,9,14,12,10,10,14,13,2,10,6,8
"1 year","Poland",49,36,54,46,42,37,53,44,43,30,24,17,37,48,46
"1 year","Portugal",0,2,1,4,3,6,2,2,5,4,6,12,29,28,33
"1 year","Romania",12,13,23,36,27,38,51,36,40,52,56,37,48,50,45
"1 year","Russia",7,10,9,12,13,7,7,9,4,5,3,1,3,16,9
"1 year","San Marino",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Switzerland",0,2,2,2,0,2,3,2,2,2,1,0,3,1,0
"1 year","Serbia",1,3,2,0,3,1,1,1,2,2,1,1,0,2,1
"1 year","Serbia and Montenegro",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1 year","Slovakia",3,1,0,2,0,1,2,2,1,3,0,0,2,0,1
"1 year","Slovenia",0,1,0,1,1,0,0,0,0,0,1,0,0,0,3
"1 year","Soviet Union",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Spain",3,6,3,4,13,11,11,13,6,7,13,5,6,16,14
"1 year","United Kingdom",18,15,12,15,12,13,9,24,22,17,17,15,10,5,14
"1 year","Sweden",25,19,19,22,29,23,13,24,22,29,22,22,27,20,27
"1 year","Czech Republic",4,3,3,4,2,11,2,3,1,2,0,1,2,2,3
"1 year","Czechoslovakia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Turkey",17,15,4,3,3,5,5,6,5,9,5,5,6,15,10
"1 year","Germany",35,16,16,21,15,24,23,20,21,25,30,22,46,52,45
"1 year","Ukraine",4,9,7,11,12,18,24,10,16,22,27,16,28,481,104
"1 year","Hungary",8,3,6,7,5,3,6,4,9,6,8,4,6,5,11
"1 year","Vatican City State",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Austria",2,2,3,2,2,1,0,2,2,0,1,2,1,1,1
"1 year","Europe not stated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Algeria",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"1 year","Angola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Benin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Botswana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Burkina Faso",0,1,0,0,2,0,0,1,0,0,0,0,0,0,0
"1 year","Burundi",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1 year","Cameroon",3,4,3,0,0,3,1,1,1,0,0,1,1,0,0
"1 year","Central African Republic",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1 year","Comoros",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Congo, Democratic Republic",0,1,2,7,1,4,5,3,2,2,0,0,1,2,4
"1 year","Congo, Republic",1,7,0,0,0,0,1,0,0,0,0,0,0,0,0
"1 year","Djibouti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Egypt",2,0,1,1,3,5,5,3,1,1,4,1,1,2,1
"1 year","Ivory Coast",0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
"1 year","Eritrea",1,0,0,1,1,3,6,14,8,3,2,10,16,6,9
"1 year","Eswantini",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Ethiopia",7,21,13,8,3,1,3,2,2,1,1,1,2,2,1
"1 year","Gabon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Gambia, The",0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"1 year","Ghana",1,2,1,1,1,2,2,0,1,1,2,0,4,1,0
"1 year","Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Guinea-Bissau",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1 year","Cape Verde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Kenya",0,1,0,1,0,1,3,1,1,0,0,0,0,2,0
"1 year","Lesotho",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1 year","Liberia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Libya",1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
"1 year","Madagascar",0,0,1,0,3,1,1,2,0,0,0,0,0,0,0
"1 year","Malawi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Mali",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Morocco",3,0,0,0,1,1,0,2,0,0,0,1,0,0,0
"1 year","Mauritania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Mauritius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Mozambique",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Namibia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Niger",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Nigeria",4,2,6,1,2,3,2,4,1,1,1,0,0,2,6
"1 year","Reunion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Rwanda",0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
"1 year","Sao Tome and Principe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Senegal",0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
"1 year","Seychelles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Sierra Leone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Saint Helena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 year","Somalia",1,3,4,5,7,11,13,7,2,3,0,0,0,0,0
"1 year","Spanish territories in Africa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
