"Italy","Panama",0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0
"Italy","Paraguay",0,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0,1
"Italy","Peru",0,2,1,0,0,0,0,1,1,0,1,0,1,0,0,5,3
"Italy","Puerto Rico",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Saint Kitts and Nevis",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Italy","Saint Lucia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Saint Vincent and the Grenadines",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Suriname",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Trinidad and Tobago",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Uruguay",0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,9,1
"Italy","Venezuela",1,0,0,0,1,0,1,0,0,1,0,0,2,0,1,0,0
"Italy","West Indies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","South and central America not stated",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Italy","Abu Dhabi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Afghanistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Armenia",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Italy","Azerbaijan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Bahrain",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Bangladesh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Italy","Bhutan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Brunei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Cambodia",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Italy","Dubai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Philippines",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
"Italy","United Arab Emirates",1,1,1,2,0,1,4,1,0,0,2,2,3,1,6,1,8
"Italy","Gaza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Georgia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Hong Kong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","India",0,0,3,0,0,0,2,2,0,5,2,4,2,1,0,0,1
"Italy","Indochina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Indonesia",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"Italy","Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Iran",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Israel",0,0,0,0,1,0,0,1,2,1,2,2,3,0,2,2,1
"Italy","Japan",0,2,0,0,0,0,0,0,1,0,1,1,1,0,0,2,2
"Italy","Jordan",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"Italy","Kazakhstan",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Italy","China",1,0,0,4,3,2,2,4,6,4,2,8,6,5,0,2,0
"Italy","Kyrgyzstan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Kuwait",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Laos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Lebanon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Macao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Malaysia",0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0
"Italy","Maldives",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Middle East not stated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Italy","Mongolia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Myanmar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Nepal",0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1
"Italy","North Korea",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Italy","North Yemen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Oman",0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0
"Italy","Pakistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Palestine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Qatar",0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,1,0
"Italy","Saudi Arabia",0,0,1,1,0,0,1,1,6,0,1,0,0,0,0,0,8
"Italy","Sikkim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Singapore",0,0,0,0,1,1,0,1,3,1,3,0,8,2,1,3,0
"Italy","Sri Lanka",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Italy","South Korea",0,0,0,0,0,0,1,1,1,1,1,2,1,0,1,4,2
"Italy","Syria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Tajikistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Taiwan",0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
"Italy","Thailand",0,1,0,0,1,0,1,1,0,2,0,1,3,2,3,0,2
"Italy","Trucial Oman",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Turkmenistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Uzbekistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","West Bank",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","West bank and Gaza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Vietnam",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Italy","Yemen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","East Jerusalem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Asia not stated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Italy","Australia",1,2,5,2,2,8,7,7,7,7,9,12,26,13,3,72,53
"Italy","Cook Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Fiji",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","French territories in the Pacific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Kiribati",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Marshall Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","New Zealand",1,0,0,0,1,0,2,2,0,1,1,2,4,1,0,12,18
"Italy","Papua New Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Solomon Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Samoa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Tonga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Tuvalu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Vanuatu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","East Timor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Pacific Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Stateless",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Not stated",71,72,137,79,217,89,144,219,222,175,245,220,469,476,302,336,418
